"","gene","gene_chr","gene_start","gene_end","loci","loci_chr","loci_pos","cis_effect"
"402","Sdc1","12",8771323,8793715,"2_89888158.5",2,89888158.5,0
"403","Sec13","6",113728062,113740743,"6_112972619.5",6,112972619.5,1
"404","Sec13","6",113728062,113740743,"6_113343546",6,113343546,1
"405","Serinc1","10",57515774,57532530,"2_170541319",2,170541319,0
"406","Serinc3","2",163623272,163645131,"2_163216671",2,163216671,1
"407","Sf3b4","3",96172332,96177564,"8_43471583",8,43471583,0
"408","Sf3b4","3",96172332,96177564,"8_44253141",8,44253141,0
"409","Sf3b5","10",13005343,13009183,"10_12916871",10,12916871,1
"410","Sf3b5","10",13005343,13009183,"10_13526666.5",10,13526666.5,1
"411","Sfr1","19",47731682,47735588,"19_46784382",19,46784382,1
"412","Sik1","17",31844250,31855804,"17_31439105",17,31439105,1
"413","Ski","4",155154075,155222592,"4_155775400.5",4,155775400.5,1
"414","Ski","4",155154075,155222592,"13_59899056.5",13,59899056.5,0
"415","Ski","4",155154075,155222592,"13_60419083",13,60419083,0
"416","Ski","4",155154075,155222592,"13_61318069.5",13,61318069.5,0
"417","Ski","4",155154075,155222592,"13_62856172.5",13,62856172.5,0
"418","Ski","4",155154075,155222592,"13_63258154.5",13,63258154.5,0
"419","Skp1a","11",52231995,52246858,"11_51811605",11,51811605,1
"420","Slain1","14",103650228,103704907,"2_84974555",2,84974555,0
"421","Slc16a6","11",109450855,109473598,"11_109621188",11,109621188,1
"422","Slc25a36","9",97074961,97111157,"2_170614359",2,170614359,0
"423","Slc38a2","15",96687392,96699730,"6_32740255.5",6,32740255.5,0
"424","Slc9a3r1","11",115163341,115181181,"2_84974555",2,84974555,0
"425","Slfn2","11",83065112,83070678,"2_169688642",2,169688642,0
"426","Slfn2","11",83065112,83070678,"2_170642516",2,170642516,0
"427","Smc3","19",53600398,53645833,"19_53763177",19,53763177,1
"428","Smc3","19",53600398,53645833,"19_54018341",19,54018341,1
"429","Smc6","12",11265886,11319785,"8_43471583",8,43471583,0
"430","Smc6","12",11265886,11319785,"8_44300531",8,44300531,0
"431","Smchd1","17",71344489,71475343,"6_31778329",6,31778329,0
"432","Smchd1","17",71344489,71475343,"6_32482080",6,32482080,0
"433","Smchd1","17",71344489,71475343,"6_33059083",6,33059083,0
"434","Smndc1","19",53379390,53390578,"6_32728252",6,32728252,0
"435","Smndc1","19",53379390,53390578,"8_43456331.5",8,43456331.5,0
"436","Smndc1","19",53379390,53390578,"8_44253141",8,44253141,0
"437","Snrnp27","6",86675151,86684522,"1_22537399.5",1,22537399.5,0
"438","Snrnp27","6",86675151,86684522,"1_23479794",1,23479794,0
"439","Snrpb","2",130171414,130179403,"2_84974555",2,84974555,0
"440","Snx2","18",53176316,53220865,"8_41188178",8,41188178,0
"441","Sptssa","12",54645392,54656573,"12_53975709.5",12,53975709.5,1
"442","Sptssa","12",54645392,54656573,"12_54456919",12,54456919,1
"443","Sptssa","12",54645392,54656573,"12_55489210.5",12,55489210.5,1
"444","Srp54b","12",55155104,55189573,"2_84974555",2,84974555,0
"445","Srp54b","12",55155104,55189573,"12_55557220",12,55557220,1
"446","Srpk1","17",28587648,28622709,"2_84974555",2,84974555,0
"447","Srsf1","11",88047373,88053755,"8_43471583",8,43471583,0
"448","Srsf1","11",88047373,88053755,"8_44300531",8,44300531,0
"449","Srsf10","4",135855747,135869908,"2_169701486",2,169701486,0
"450","Srsf10","4",135855747,135869908,"2_170642516",2,170642516,0
"451","Srsf9","5",115327177,115333080,"5_115821733",5,115821733,1
"452","Ssbp4","8",70597490,70608872,"8_40917088",8,40917088,0
"453","St6galnac2","11",116675303,116694868,"11_116804508",11,116804508,1
"454","St6galnac2","11",116677483,116681290,"11_116804508",11,116804508,1
"455","St6galnac3","3",153198266,153725174,"3_152450729",3,152450729,1
"456","St6galnac3","3",153198266,153725174,"3_153016611",3,153016611,1
"457","Stk19","17",34823993,34836945,"17_34817504",17,34817504,1
"458","Stk19","17",34823993,34836945,"17_35308100",17,35308100,1
"459","Stt3a","9",36729344,36767679,"2_169688642",2,169688642,0
"460","Stt3a","9",36729344,36767679,"2_170642516",2,170642516,0
"461","Sumo3","10",77606097,77618331,"2_85122984",2,85122984,0
"462","Supt20","3",54692807,54728766,"8_43471583",8,43471583,0
"463","Supt20","3",54692807,54728766,"8_44253141",8,44253141,0
"464","Sytl3","17",6659093,6738044,"3_122458232",3,122458232,0
"465","Szrd1","4",141113001,141139775,"4_140604769",4,140604769,1
"466","Szrd1","4",141113001,141139775,"4_141119013.5",4,141119013.5,1
"467","Tab2","10",7905653,7956230,"10_7598114",10,7598114,1
"468","Tab2","10",7905653,7956230,"10_8599820",10,8599820,1
"469","Taf1d","9",15306214,15316991,"9_14730501",9,14730501,1
"470","Taf1d","9",15306214,15316991,"9_15367512",9,15367512,1
"471","Tagap1","17",6955011,6961156,"17_6075193",17,6075193,1
"472","Tbc1d10c","19",4183411,4191284,"2_84974555",2,84974555,0
"473","Tbcb","7",30224131,30232272,"2_84974555",2,84974555,0
"474","Tes","6",17065149,17105828,"2_169570760",2,169570760,0
"475","Tes","6",17065149,17105828,"6_16717115",6,16717115,1
"476","Tes","6",17065149,17105828,"6_17665236",6,17665236,1
"477","Thrap3","4",126164082,126202760,"6_32396538",6,32396538,0
"478","Thy1","9",44043384,44048579,"9_44628204.5",9,44628204.5,1
"479","Tial1","7",128439777,128461717,"7_127882611",7,127882611,1
"480","Tmbim4","10",120201590,120224917,"2_84974555",2,84974555,0
"481","Tmem14c","13",41016292,41022586,"13_40879686",13,40879686,1
"482","Tmem14c","13",41016292,41022586,"13_41170321",13,41170321,1
"483","Tmod3","9",75497707,75559657,"8_42292519",8,42292519,0
"484","Tmod3","9",75497707,75559657,"9_75917396",9,75917396,1
"485","Tmod3","9",75497707,75559657,"9_76205437",9,76205437,1
"486","Tmx1","12",70453095,70468040,"2_84974555",2,84974555,0
"487","Tnfrsf1a","6",125349362,125362484,"6_124535894",6,124535894,1
"488","Tnfrsf1a","6",125349362,125362484,"6_125648497",6,125648497,1
"489","Traf2","2",25517982,25546940,"2_24781660",2,24781660,1
"490","Traf2","2",25517982,25546940,"2_25500359",2,25500359,1
"491","Traf2","2",25517982,25546940,"8_43471583",8,43471583,0
"492","Traf2","2",25517982,25546940,"8_44300531",8,44300531,0
"493","Trim26","17",36837134,36859398,"2_84974555",2,84974555,0
"494","Trpv2","11",62574486,62600515,"8_43471583",8,43471583,0
"495","Trpv2","11",62574486,62600515,"8_44253141",8,44253141,0
"496","Tsc22d4","5",137745730,137768450,"2_84974555",2,84974555,0
"497","Tsn","1",118294778,118311739,"1_117363531",1,117363531,1
"498","Tsn","1",118294778,118311739,"1_118556454",1,118556454,1
"499","Ttc14","3",33799832,33814860,"2_85122984",2,85122984,0
"500","Txn2","15",77915047,77929006,"3_100635997",3,100635997,0
"501","Tyrobp","7",30413760,30417585,"6_32482080",6,32482080,0
"502","Tyrobp","7",30413760,30417585,"6_33225756",6,33225756,0
"503","U2af2","7",5062143,5079938,"7_4914148",7,4914148,1
"504","U2surp","9",95456898,95511996,"8_43471583",8,43471583,0
"505","Ubald1","16",4874778,4880315,"8_43471583",8,43471583,0
"506","Ubald1","16",4874778,4880315,"8_44253141",8,44253141,0
"507","Ube2g1","11",72607283,72686481,"2_84974555",2,84974555,0
"508","Ube2h","6",30211289,30304539,"6_29558450.5",6,29558450.5,1
"509","Ube2n","10",95515145,95545657,"10_95378842",10,95378842,1
"510","Ubl3","5",148504635,148552789,"5_148389007",5,148389007,1
"511","Ubtf","11",102304560,102319742,"2_84974555",2,84974555,0
"512","Ugp2","11",21321138,21371201,"2_169688642",2,169688642,0
"513","Ugp2","11",21321138,21371201,"2_170642516",2,170642516,0
"514","Upp1","11",9118103,9136170,"11_8535121",11,8535121,1
"515","Uqcc3","19",8880014,8880923,"2_84974555",2,84974555,0
"516","Uqcrc2","7",120635176,120659524,"7_120955907",7,120955907,1
"517","Uqcrc2","7",120635176,120659524,"7_121516635.5",7,121516635.5,1
"518","Vps29","5",122354369,122364984,"2_84974555",2,84974555,0
"519","Vps37a","8",40511783,40550757,"8_43471583",8,43471583,0
"520","Vps37a","8",40511783,40550757,"8_44253141",8,44253141,0
"521","Vrk3","7",44748413,44777515,"7_45518373",7,45518373,1
"522","Wdr89","12",75630596,75669537,"12_74951723",12,74951723,1
"523","Wdr89","12",75630596,75669537,"12_75993963",12,75993963,1
"524","Wdr89","12",75630596,75669537,"12_76165394",12,76165394,1
"525","Wnk1","6",119923969,120038672,"2_84974555",2,84974555,0
"526","Xiap","X",42059679,42109656,"2_77568354",2,77568354,0
"527","Ywhag","5",135908409,135934616,"2_88859869",2,88859869,0
"528","Ywhaq","12",21390071,21417637,"12_20819550.5",12,20819550.5,1
"529","Ywhaq","12",21390071,21417637,"12_21331710",12,21331710,1
"530","Yy1","12",108792973,108820148,"2_84974555",2,84974555,0
"531","Zap70","1",36761798,36782818,"1_36697146.5",1,36697146.5,1
"532","Zap70","1",36761798,36782818,"1_37344386",1,37344386,1
"533","Zbtb7a","10",81135220,81152995,"2_84974555",2,84974555,0
"534","Zdhhc20","14",57832703,57890276,"2_169688642",2,169688642,0
"535","Zdhhc20","14",57832703,57890276,"2_170642516",2,170642516,0
"536","Zeb1","18",5591860,5775467,"18_4671703",18,4671703,1
"537","Zfand5","19",21272278,21286840,"19_20550313.5",19,20550313.5,1
"538","Zfand5","19",21272278,21286840,"19_21018158",19,21018158,1
