"","gene","gene_chr","gene_start","gene_end","loci","loci_chr","loci_pos","cis_effect"
"399","Psma3","12",70974621,70996347,"8_40205610",8,40205610,0
"400","Psmb1","17",15475021,15499751,"8_37995634",8,37995634,0
"401","Psmb1","17",15475021,15499751,"8_38596105",8,38596105,0
"402","Psmb1","17",15475021,15499751,"8_39309948",8,39309948,0
"403","Psmb1","17",15475021,15499751,"8_40193936",8,40193936,0
"404","Psmb5","14",54614119,54618022,"8_43471583",8,43471583,0
"405","Psmb5","14",54614119,54618022,"8_44300531",8,44300531,0
"406","Psmb6","11",70525367,70527858,"8_43471583",8,43471583,0
"407","Psmb6","11",70525367,70527858,"8_44253141",8,44253141,0
"408","Psmb8","17",34197721,34201454,"2_84974555",2,84974555,0
"409","Psmc6","14",45329788,45349705,"2_170607491",2,170607491,0
"410","Psmc6","14",45329788,45349705,"11_112422147",11,112422147,0
"411","Psmd2","16",20651652,20663414,"2_90568723",2,90568723,0
"412","Psmd2","16",20651652,20663414,"8_42317944",8,42317944,0
"413","Ptbp3","4",59471868,59549364,"2_90616790",2,90616790,0
"414","Ptbp3","4",59471868,59549364,"8_42317944",8,42317944,0
"415","Pten","19",32757497,32826160,"13_59899056.5",13,59899056.5,0
"416","Pten","19",32757497,32826160,"13_60419083",13,60419083,0
"417","Pten","19",32757497,32826160,"13_61318069.5",13,61318069.5,0
"418","Pten","19",32757497,32826160,"13_62856172.5",13,62856172.5,0
"419","Pten","19",32757497,32826160,"13_63595049",13,63595049,0
"420","Ptpra","2",130450278,130556124,"2_130803087",2,130803087,1
"421","Ptpra","2",130450278,130556124,"2_131487739.5",2,131487739.5,1
"422","Ptprc","1",138062861,138175708,"2_84974555",2,84974555,0
"423","Pttg1ip","10",77581720,77598732,"8_43471583",8,43471583,0
"424","Pttg1ip","10",77581720,77598732,"8_44253141",8,44253141,0
"425","Rab20","8",11453518,11478710,"8_37088643",8,37088643,0
"426","Rab6a","7",100607410,100641268,"8_42317944",8,42317944,0
"427","Rabggtb","3",153907287,153913009,"3_153207064",3,153207064,1
"428","Rac1","5",143503634,143528036,"2_84974555",2,84974555,0
"429","Rac1","5",143503634,143528036,"5_143980692",5,143980692,1
"430","Rac1","5",143503634,143528036,"5_144166095",5,144166095,1
"431","Rbbp4","4",129307100,129335370,"2_84974555",2,84974555,0
"432","Rbck1","2",152316334,152332653,"2_151620531.5",2,151620531.5,1
"433","Rbck1","2",152316334,152332653,"2_152289160",2,152289160,1
"434","Rbm17","2",11585437,11604153,"8_43471583",8,43471583,0
"435","Rbm17","2",11585437,11604153,"8_44253141",8,44253141,0
"436","Rbmxl1","8",78505269,78508898,"2_90641665",2,90641665,0
"437","Rbmxl1","8",78505269,78508898,"8_42317944",8,42317944,0
"438","Rell1","5",63908897,63968897,"5_63394082.5",5,63394082.5,1
"439","Rell1","5",63908897,63968897,"5_64239727",5,64239727,1
"440","Rhoh","5",65861213,65896700,"2_169688642",2,169688642,0
"441","Rhoh","5",65861213,65896700,"2_170493114.5",2,170493114.5,0
"442","Rhoh","5",65861213,65896700,"20_36634512",20,36634512,0
"443","Rhoh","5",65861213,65896700,"20_37683746",20,37683746,0
"444","Rlim","X",103957163,103981284,"2_90568723",2,90568723,0
"445","Rlim","X",103957163,103981284,"8_42317944",8,42317944,0
"446","Rnaset2a","17",8115445,8148097,"2_88950858",2,88950858,0
"447","Rnf167","11",70647235,70651421,"15_82435724",15,82435724,0
"448","Rnf34","5",122850048,122871291,"5_123772267",5,123772267,1
"449","Rnf6","5",146209192,146221555,"13_59899056.5",13,59899056.5,0
"450","Rnf6","5",146209192,146221555,"13_60419083",13,60419083,0
"451","Rnf6","5",146209192,146221555,"13_61318069.5",13,61318069.5,0
"452","Rnf6","5",146209192,146221555,"13_62856172.5",13,62856172.5,0
"453","Rnf6","5",146209192,146221555,"13_63258154.5",13,63258154.5,0
"454","Rnf7","9",96470937,96478675,"2_84974555",2,84974555,0
"455","Rnh1","7",141160326,141172857,"7_140974852",7,140974852,1
"456","Rnh1","7",141160326,141172857,"7_141569063.5",7,141569063.5,1
"457","Rnh1","7",141160326,141172857,"7_142087451",7,142087451,1
"458","Rpl10a","17",28328471,28331033,"17_27848278",17,27848278,1
"459","Rpl10a","17",28328471,28331033,"17_28515738",17,28515738,1
"460","Rpl11","4",136028265,136053428,"4_135405961",4,135405961,1
"461","Rpl26","11",68901583,68906989,"11_69856086",11,69856086,1
"462","Rpl31","1",39367842,39371911,"1_39845829",1,39845829,1
"463","Rpl31","1",39367842,39371911,"1_40110432.5",1,40110432.5,1
"464","Rplp1","9",61913284,61914542,"9_62668276",9,62668276,1
"465","Rps15a","7",118104372,118116188,"7_117145289",7,117145289,1
"466","Rps27l","9",66946086,66949516,"9_66202671.5",9,66202671.5,1
"467","Rps9","7",3703993,3706897,"7_3322366",7,3322366,1
"468","Rps9","7",3703993,3706897,"7_4078193",7,4078193,1
"469","Rraga","4",86575668,86577285,"8_42317944",8,42317944,0
"470","Rsl1d1","16",11192970,11203331,"2_77568354",2,77568354,0
"471","Rsrc2","5",123728426,123749414,"5_123523164",5,123523164,1
"472","Rsrc2","5",123728426,123749414,"5_124459250",5,124459250,1
"473","Rsrp1","4",134923592,134927671,"4_134295353",4,134295353,1
"474","S100a13","3",90514435,90524581,"3_90520782",3,90520782,1
"475","Samsn1","16",75858793,76022281,"16_75761453.5",16,75761453.5,1
"476","Scamp3","3",89177473,89182765,"2_169688642",2,169688642,0
"477","Scamp3","3",89177473,89182765,"2_170621227",2,170621227,0
"478","Scpep1","11",88924020,88955465,"11_112422147",11,112422147,0
"479","Sdc1","12",8771323,8793715,"11_116457776.5",11,116457776.5,0
"480","Sdf2","11",78245746,78255496,"11_77408484",11,77408484,1
"481","Sdf2","11",78245746,78255496,"11_78566536",11,78566536,1
"482","Sephs2","7",127271879,127274055,"6_32752259",6,32752259,0
"483","Sephs2","7",127271879,127274055,"6_33562641",6,33562641,0
"484","Serinc3","2",163623272,163645131,"2_163215922",2,163215922,1
"485","Serpinb9","13",33003250,33017957,"2_78654396",2,78654396,0
"486","Serpinb9","13",33003250,33017957,"13_32741615.5",13,32741615.5,1
"487","Serpinb9","13",33003250,33017957,"13_33542530",13,33542530,1
"488","Setd5","6",113077365,113153435,"6_112812528.5",6,112812528.5,1
"489","Setd5","6",113077365,113153435,"8_41296304",8,41296304,0
"490","Slc41a3","6",90604725,90646412,"2_84974555",2,84974555,0
"491","Slc7a6os","8",106200717,106210935,"2_169688642",2,169688642,0
"492","Slc7a6os","8",106200717,106210935,"2_170642516",2,170642516,0
"493","Smco4","9",15493432,15545260,"8_43471583",8,43471583,0
"494","Smco4","9",15493432,15545260,"8_44300531",8,44300531,0
"495","Smpdl3a","10",57794335,57811830,"20_141573022",20,141573022,0
"496","Smpdl3a","10",57794335,57811830,"20_142544273",20,142544273,0
"497","Snx18","13",113592179,113618564,"2_82502364.5",2,82502364.5,0
"498","Snx18","13",113592179,113618564,"2_90666540",2,90666540,0
"499","Snx18","13",113592179,113618564,"8_42317944",8,42317944,0
"500","Socs1","16",10782240,10785536,"16_9921136.5",16,9921136.5,1
"501","Socs3","11",117966079,117970047,"2_84974555",2,84974555,0
"502","Spag9","11",93996091,94126085,"2_90616790",2,90616790,0
"503","Spag9","11",93996091,94126085,"8_42317944",8,42317944,0
"504","Spg21","9",65460947,65488470,"2_169688642",2,169688642,0
"505","Spg21","9",65460947,65488470,"2_170530533.5",2,170530533.5,0
"506","Sptssa","12",54645392,54656573,"12_54522250.5",12,54522250.5,1
"507","Sptssa","12",54645392,54656573,"12_55489210.5",12,55489210.5,1
"508","Srrd","5",112337392,112343040,"2_90641665",2,90641665,0
"509","Srrd","5",112337392,112343040,"8_41288646",8,41288646,0
"510","Srrd","5",112337392,112343040,"8_42317944",8,42317944,0
"511","Ssr2","3",88575876,88588419,"3_88855537.5",3,88855537.5,1
"512","Ssr2","3",88575876,88588419,"3_89093292.5",3,89093292.5,1
"513","Stat4","1",51987148,52107189,"15_80839477",15,80839477,0
"514","Stat4","1",51987148,52107189,"15_81403010.5",15,81403010.5,0
"515","Stat4","1",51987148,52107189,"15_82404619",15,82404619,0
"516","Stk16","1",75210838,75215606,"8_42317944",8,42317944,0
"517","Stk19","17",34823993,34836945,"17_34817504",17,34817504,1
"518","Stk19","17",34823993,34836945,"17_35308100",17,35308100,1
"519","Stx6","1",155158715,155208256,"8_42317944",8,42317944,0
"520","Sugt1","14",79587691,79635196,"14_79374804",14,79374804,1
"521","Swi5","2",32278816,32288075,"2_31633788.5",2,31633788.5,1
"522","Swi5","2",32278816,32288075,"2_32168960",2,32168960,1
"523","Swi5","2",32278816,32288075,"8_37292642",8,37292642,0
"524","Syngr2","11",117809668,117814283,"2_169688642",2,169688642,0
"525","Syngr2","11",117809668,117814283,"2_170642516",2,170642516,0
"526","Sys1","2",164456964,164479638,"2_164100999",2,164100999,1
"527","Tagap1","17",6955011,6961156,"2_83385587.5",2,83385587.5,0
"528","Tagap1","17",6955011,6961156,"2_84805566.5",2,84805566.5,0
"529","Tagap1","17",6955011,6961156,"17_6154120",17,6154120,1
"530","Tagap1","17",6955011,6961156,"17_7398773",17,7398773,1
"531","Tax1bp1","6",52713729,52766780,"8_37587993",8,37587993,0
"532","Tax1bp1","6",52713729,52766780,"8_38596105",8,38596105,0
"533","Tbca","13",94788910,94842922,"13_94504661",13,94504661,1
"534","Tbca","13",94788910,94842922,"13_95079666",13,95079666,1
"535","Tcea1","1",4857814,4897909,"2_170486583",2,170486583,0
"536","Tecpr1","5",144194442,144223615,"5_143980692",5,143980692,1
"537","Tecpr1","5",144194442,144223615,"5_144185118",5,144185118,1
"538","Tex261","6",83768885,83775813,"2_171442822",2,171442822,0
"539","Thrap3","4",126164082,126202760,"4_125635666.5",4,125635666.5,1
"540","Thrap3","4",126164082,126202760,"4_126442341",4,126442341,1
"541","Tm2d1","4",98355370,98383306,"8_43471583",8,43471583,0
"542","Tm2d1","4",98355370,98383306,"8_44300531",8,44300531,0
"543","Tm9sf2","14",122107038,122159604,"14_122990565.5",14,122990565.5,1
"544","Tmbim4","10",120201590,120224917,"2_84974555",2,84974555,0
"545","Tmed10","12",85340614,85374847,"20_141331287",20,141331287,0
"546","Tmed5","5",108106366,108132620,"2_84974555",2,84974555,0
"547","Tmem11","11",60864452,60879272,"2_83390907",2,83390907,0
"548","Tmem14c","13",41016292,41022586,"8_37088643",8,37088643,0
"549","Tnfaip8l2","3",95139521,95142360,"8_43471583",8,43471583,0
"550","Tnip1","11",54910785,54962917,"2_169688642",2,169688642,0
"551","Tnip1","11",54910785,54962917,"2_170642516",2,170642516,0
"552","Tnip1","11",54910785,54962917,"11_54678231.5",11,54678231.5,1
"553","Tnip1","11",54910785,54962917,"11_55210868.5",11,55210868.5,1
"554","Tpm3","3",90072649,90100902,"3_89603912",3,89603912,1
"555","Trafd1","5",121371725,121385632,"6_32482080",6,32482080,0
"556","Trafd1","5",121371725,121385632,"6_33562641",6,33562641,0
"557","Tram1","1",13564698,13589910,"2_88859869",2,88859869,0
"558","Trappc4","9",44403698,44407600,"2_77568354",2,77568354,0
"559","Trpc4ap","2",155634271,155692384,"2_169688642",2,169688642,0
"560","Trpc4ap","2",155634271,155692384,"2_170515015.5",2,170515015.5,0
"561","Tsc22d2","3",58414715,58466783,"2_82323668",2,82323668,0
"562","Tsc22d2","3",58414715,58466783,"2_90679157.5",2,90679157.5,0
"563","Tsc22d2","3",58414715,58466783,"8_41262402",8,41262402,0
"564","Tsc22d2","3",58414715,58466783,"8_42317944",8,42317944,0
"565","Tsn","1",118294778,118311739,"1_118852804",1,118852804,1
"566","Tspyl1","10",34282190,34285275,"15_80839477",15,80839477,0
"567","Tspyl1","10",34282190,34285275,"15_81403010.5",15,81403010.5,0
"568","Ttc1","11",43729512,43748008,"8_42317944",8,42317944,0
"569","Ubald1","16",4874778,4880315,"2_170493114.5",2,170493114.5,0
"570","Ubap2l","3",90000140,90052628,"15_80837677",15,80837677,0
"571","Ubap2l","3",90000140,90052628,"15_81403010.5",15,81403010.5,0
"572","Ube2e1","14",18282722,18331859,"2_170504075.5",2,170504075.5,0
"573","Ube2e1","14",18282722,18331859,"20_52561483",20,52561483,0
"574","Ube2e1","14",18282722,18331859,"20_53178480",20,53178480,0
"575","Ubxn1","19",8871496,8875863,"5_150487152",5,150487152,0
"576","Ubxn1","19",8871496,8875863,"5_151339389",5,151339389,0
"577","Uqcr10","11",4701973,4704342,"2_84974555",2,84974555,0
"578","Uqcrc1","9",108936633,108949623,"8_37292642",8,37292642,0
"579","Usf2","7",30945248,30956803,"2_169688642",2,169688642,0
"580","Usf2","7",30945248,30956803,"2_170508114.5",2,170508114.5,0
"581","Vamp2","11",69088490,69092384,"8_37691478",8,37691478,0
"582","Vamp4","1",162570515,162599084,"2_169688642",2,169688642,0
"583","Vamp4","1",162570515,162599084,"2_170530533.5",2,170530533.5,0
"584","Vps4b","1",106764071,106796728,"2_83390907",2,83390907,0
"585","Vps72","3",95111022,95123051,"2_82574674",2,82574674,0
"586","Vps72","3",95111022,95123051,"2_90528345",2,90528345,0
"587","Vps72","3",95111022,95123051,"8_41262402",8,41262402,0
"588","Vps72","3",95111022,95123051,"8_42317944",8,42317944,0
"589","Wbp1l","19",46599084,46657389,"2_170519748",2,170519748,0
"590","Zap70","1",36761798,36782818,"2_84974555",2,84974555,0
"591","Zap70","1",36761798,36782818,"2_170642516",2,170642516,0
"592","Zdhhc20","14",57832703,57890276,"2_169688642",2,169688642,0
"593","Zdhhc20","14",57832703,57890276,"2_170502205",2,170502205,0
"594","Zfp131","13",119765187,119790889,"13_59899056.5",13,59899056.5,0
"595","Zfp131","13",119765187,119790889,"13_60419083",13,60419083,0
"596","Zfp131","13",119765187,119790889,"13_61318069.5",13,61318069.5,0
"597","Zfp131","13",119765187,119790889,"13_62856172.5",13,62856172.5,0
"598","Zfp131","13",119765187,119790889,"13_63258154.5",13,63258154.5,0
"599","Zfp207","11",80383279,80405733,"2_77568354",2,77568354,0
"600","Zfp703","8",26977325,26981461,"13_59899056.5",13,59899056.5,0
"601","Zfp703","8",26977325,26981461,"13_60419083",13,60419083,0
"602","Zfp703","8",26977325,26981461,"13_61318069.5",13,61318069.5,0
"603","Zfp703","8",26977325,26981461,"13_62856172.5",13,62856172.5,0
"604","Zfp703","8",26977325,26981461,"13_63258154.5",13,63258154.5,0
"605","Zmat2","18",36793876,36799666,"14_78418444",14,78418444,0
"606","Zmat2","18",36793876,36799666,"14_79433277.5",14,79433277.5,0
"607","Zmat2","18",36793876,36799666,"14_80493541.5",14,80493541.5,0
